timestamp,pid,cpu_percent,memory_percent,rss_kb,command
2026-08-18T00:38:32+0700,87755,0.8,0.3,42256,node server.js
2026-08-18T00:38:33+0700,87755,1.2,0.3,43440,node server.js
2026-08-18T00:38:34+0700,87755,0.5,0.3,44304,node server.js
2026-08-18T00:38:35+0700,87755,3.0,0.3,45104,node server.js
2026-08-18T00:38:36+0700,87755,2.6,0.3,45872,node server.js
2026-08-18T00:38:37+0700,87755,1.9,0.3,43264,node server.js
2026-08-18T00:38:38+0700,87755,2.4,0.3,43040,node server.js
2026-08-18T00:38:39+0700,87755,2.8,0.2,37520,node server.js
2026-08-18T00:38:40+0700,87755,2.6,0.2,37920,node server.js
2026-08-18T00:38:41+0700,87755,2.7,0.2,35472,node server.js
2026-08-18T00:38:42+0700,87755,2.5,0.2,40736,node server.js
2026-08-18T00:38:43+0700,87755,2.1,0.2,41088,node server.js
2026-08-18T00:38:44+0700,87755,5.0,0.2,41312,node server.js
2026-08-18T00:38:45+0700,87755,3.3,0.2,41520,node server.js
2026-08-18T00:38:46+0700,87755,1.7,0.2,41008,node server.js
2026-08-18T00:38:47+0700,87755,7.1,0.3,45776,node server.js
2026-08-18T00:38:48+0700,87755,2.6,0.3,45088,node server.js
2026-08-18T00:38:49+0700,87755,1.7,0.3,44880,node server.js
2026-08-18T00:38:50+0700,87755,2.0,0.3,43776,node server.js
2026-08-18T00:38:52+0700,87755,2.2,0.2,39904,node server.js
2026-08-18T00:38:53+0700,87755,1.2,0.2,39568,node server.js
2026-08-18T00:38:54+0700,87755,1.8,0.2,39136,node server.js
2026-08-18T00:38:55+0700,87755,1.2,0.2,41184,node server.js
2026-08-18T00:38:56+0700,87755,1.5,0.3,43104,node server.js
2026-08-18T00:38:57+0700,87755,1.0,0.3,43920,node server.js
2026-08-18T00:38:58+0700,87755,0.8,0.3,45120,node server.js
2026-08-18T00:38:59+0700,87755,0.5,0.2,38544,node server.js
2026-08-18T00:39:00+0700,87755,0.7,0.2,38000,node server.js
2026-08-18T00:39:01+0700,87755,0.8,0.2,36032,node server.js
2026-08-18T00:39:02+0700,87755,0.3,0.2,32096,node server.js
2026-08-18T00:39:03+0700,87755,0.4,0.2,33056,node server.js
2026-08-18T00:39:04+0700,87755,1.4,0.2,33024,node server.js
2026-08-18T00:39:05+0700,87755,1.6,0.2,32800,node server.js
2026-08-18T00:39:06+0700,87755,1.9,0.2,32528,node server.js
2026-08-18T00:39:07+0700,87755,3.2,0.2,32752,node server.js
2026-08-18T00:39:08+0700,87755,3.3,0.2,33072,node server.js
2026-08-18T00:39:09+0700,87755,2.7,0.2,33584,node server.js
2026-08-18T00:39:10+0700,87755,2.8,0.2,33600,node server.js
2026-08-18T00:39:11+0700,87755,3.2,0.2,33584,node server.js
2026-08-18T00:39:12+0700,87755,3.5,0.2,33808,node server.js
2026-08-18T00:39:13+0700,87755,3.3,0.2,32944,node server.js
2026-08-18T00:39:14+0700,87755,4.9,0.2,34432,node server.js
2026-08-18T00:39:16+0700,87755,4.4,0.2,34960,node server.js
2026-08-18T00:39:17+0700,87755,2.7,0.2,34880,node server.js
2026-08-18T00:39:18+0700,87755,3.4,0.2,34752,node server.js
2026-08-18T00:39:19+0700,87755,3.0,0.2,32544,node server.js
2026-08-18T00:39:20+0700,87755,3.0,0.2,31728,node server.js
2026-08-18T00:39:21+0700,87755,1.8,0.2,31152,node server.js
2026-08-18T00:39:22+0700,87755,1.6,0.2,32320,node server.js
2026-08-18T00:39:23+0700,87755,1.6,0.2,32656,node server.js
2026-08-18T00:39:24+0700,87755,2.2,0.2,34160,node server.js
2026-08-18T00:39:25+0700,87755,4.0,0.2,38512,node server.js
2026-08-18T00:39:26+0700,87755,1.3,0.2,38608,node server.js
